[2022-03-01 08:53:52] main.ERROR: Error: Application is not installed yet.  [] []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_19","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_20","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_27","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_28","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_29","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_30","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_31","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_32","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_33","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_34","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_32","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_32","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_24","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_5","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_7","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_6","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_24","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_5","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_7","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_6","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_1","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_3","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_1","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_3","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:22] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/session/prolong","invalidateInfo":{"identifier":"interception"}} []
[2022-03-01 08:57:23] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/session/prolong","invalidateInfo":{"identifier":"interception"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_1","cat_c","cat_c_p_1"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_1","cat_c","cat_c_p_1"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_2","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_2","cat_c_p_1","cat_c_p_2","cat_c"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_2","cat_c_p_1","cat_c_p_2","cat_c"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_2","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_74","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"request_declaration"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"request_declaration"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_73","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"request_declaration"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"request_declaration"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_74","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_73","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:57:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:26] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:57:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/progress","invalidateInfo":{"identifier":"interception"}} []
